date,library_name,avg_temperature,avg_humidity,avg_ph,avg_mold_spore
2025-08-11,上海图书馆,23.92,48.86,6.64,190.85
2025-08-11,南京图书馆,21.74,46.33,6.8,153.76
2025-08-11,浙江图书馆,23.55,44.35,6.55,202.79
2025-08-11,故宫博物院,21.28,36.92,7.13,74.01
2025-08-11,北京大学图书馆,23.13,45.28,6.74,193.26
2025-08-11,中国科学院图书馆,21.0,45.76,7.0,109.88
2025-08-12,本馆,23.32,44.25,6.83,157.81
2025-08-12,国家图书馆,21.6,44.43,6.98,67.54
2025-08-12,上海图书馆,24.25,43.01,6.8,213.8
2025-08-12,南京图书馆,21.83,44.77,6.69,153.55
2025-08-12,浙江图书馆,23.46,52.34,6.73,241.87
2025-08-12,故宫博物院,20.75,39.37,6.83,75.82
2025-08-12,北京大学图书馆,23.17,48.85,6.68,122.23
2025-08-12,中国科学院图书馆,21.98,43.84,6.82,142.72
2025-08-13,本馆,21.87,44.96,6.85,150.19
2025-08-13,国家图书馆,21.4,41.67,6.89,108.9
2025-08-13,上海图书馆,23.04,52.8,6.76,171.14
2025-08-13,南京图书馆,23.31,45.0,6.92,171.09
2025-08-13,浙江图书馆,23.66,51.34,6.44,166.2
2025-08-13,故宫博物院,20.29,40.43,7.17,166.94
2025-08-13,北京大学图书馆,22.96,45.5,6.62,123.72
2025-08-13,中国科学院图书馆,21.42,41.14,6.88,115.84
2025-08-14,本馆,20.71,47.24,6.69,157.18
2025-08-14,国家图书馆,23.45,39.24,6.65,111.42
2025-08-14,上海图书馆,24.17,53.88,6.58,194.9
2025-08-14,南京图书馆,22.42,45.68,7.06,114.91
2025-08-14,浙江图书馆,24.0,51.4,6.71,202.94
2025-08-14,故宫博物院,21.54,38.83,7.03,89.7
2025-08-14,北京大学图书馆,22.99,42.89,6.84,139.12
2025-08-14,中国科学院图书馆,22.99,42.85,6.72,167.86
2025-08-15,本馆,21.61,43.04,6.74,191.23
2025-08-15,国家图书馆,20.13,51.41,7.01,126.7
2025-08-15,上海图书馆,23.29,48.86,6.75,199.36
2025-08-15,南京图书馆,23.28,46.27,6.78,155.46
2025-08-15,浙江图书馆,23.68,53.4,6.66,111.79
2025-08-15,故宫博物院,21.86,40.58,7.0,88.34
2025-08-15,北京大学图书馆,23.44,46.84,6.72,152.21
2025-08-15,中国科学院图书馆,21.36,38.86,6.84,155.87
2025-08-16,本馆,23.14,46.54,6.87,165.49
2025-08-16,国家图书馆,21.37,43.3,6.98,142.63
2025-08-16,上海图书馆,24.33,50.12,6.74,212.1
2025-08-16,南京图书馆,22.86,43.35,6.78,137.65
2025-08-16,浙江图书馆,23.34,49.57,6.52,190.76
2025-08-16,故宫博物院,19.86,40.64,7.0,75.49
2025-08-16,北京大学图书馆,23.11,46.81,6.64,117.12
2025-08-16,中国科学院图书馆,21.56,40.18,6.98,124.19
2025-08-17,本馆,22.21,38.99,6.86,112.82
2025-08-17,国家图书馆,21.97,42.83,7.04,80.74
2025-08-17,上海图书馆,21.0,48.55,6.88,217.17
2025-08-17,南京图书馆,23.09,44.53,6.88,130.79
2025-08-17,浙江图书馆,24.3,51.52,6.71,282.79
2025-08-17,故宫博物院,21.73,38.47,7.0,46.93
2025-08-17,北京大学图书馆,22.06,42.77,6.75,144.57
2025-08-17,中国科学院图书馆,21.56,46.36,6.9,129.72
2025-08-18,本馆,22.2,45.47,6.88,123.99
2025-08-18,国家图书馆,21.43,41.09,6.77,95.42
2025-08-18,上海图书馆,23.08,50.62,6.73,185.81
2025-08-18,南京图书馆,23.64,45.59,6.84,156.9
2025-08-18,浙江图书馆,24.17,48.25,6.36,195.97
2025-08-18,故宫博物院,22.6,42.78,7.1,137.08
2025-08-18,北京大学图书馆,22.73,44.59,6.74,130.52
2025-08-18,中国科学院图书馆,22.75,46.61,6.89,116.49
2025-08-19,本馆,22.5,46.8,6.66,81.11
2025-08-19,国家图书馆,21.56,38.34,6.85,115.57
2025-08-19,上海图书馆,23.14,52.36,6.73,189.01
2025-08-19,南京图书馆,23.5,42.58,6.9,157.73
2025-08-19,浙江图书馆,24.53,46.78,6.44,224.54
2025-08-19,故宫博物院,21.8,37.29,6.91,133.76
2025-08-19,北京大学图书馆,21.75,48.93,6.71,159.15
2025-08-19,中国科学院图书馆,22.04,44.81,6.85,125.12
2025-08-20,本馆,22.57,41.99,6.87,134.6
2025-08-20,国家图书馆,21.85,39.02,6.64,114.27
2025-08-20,上海图书馆,25.47,50.35,6.7,172.11
2025-08-20,南京图书馆,23.05,47.64,6.68,193.43
2025-08-20,浙江图书馆,24.61,52.15,6.64,200.59
2025-08-20,故宫博物院,22.07,41.78,6.96,82.79
2025-08-20,北京大学图书馆,22.82,48.65,6.68,95.97
2025-08-20,中国科学院图书馆,22.47,43.15,6.92,137.32
2025-08-21,本馆,22.39,49.47,6.64,125.15
2025-08-21,国家图书馆,21.99,37.07,6.88,169.84
2025-08-21,上海图书馆,23.59,48.69,6.57,161.51
2025-08-21,南京图书馆,22.77,45.05,6.93,176.73
2025-08-21,浙江图书馆,23.18,50.74,6.65,234.2
2025-08-21,故宫博物院,22.84,36.95,6.92,62.27
2025-08-21,北京大学图书馆,22.58,45.4,6.9,137.72
2025-08-21,中国科学院图书馆,22.11,43.46,6.82,192.69
2025-08-22,本馆,21.32,45.55,7.0,150.2
2025-08-22,国家图书馆,21.95,40.93,6.88,161.19
2025-08-22,上海图书馆,21.84,52.6,6.56,172.0
2025-08-22,南京图书馆,22.76,47.77,6.64,173.87
2025-08-22,浙江图书馆,25.72,45.91,6.62,180.14
2025-08-22,故宫博物院,21.95,40.06,6.94,114.64
2025-08-22,北京大学图书馆,24.25,43.43,6.87,101.2
2025-08-22,中国科学院图书馆,21.64,44.42,7.05,140.67
2025-08-23,本馆,22.39,45.0,6.67,168.14
2025-08-23,国家图书馆,22.84,40.64,6.85,127.98
2025-08-23,上海图书馆,23.29,47.8,6.91,172.59
2025-08-23,南京图书馆,22.85,44.06,6.87,154.56
2025-08-23,浙江图书馆,23.62,53.96,6.74,181.99
2025-08-23,故宫博物院,20.14,43.02,6.93,123.72
2025-08-23,北京大学图书馆,21.26,46.68,6.68,161.92
2025-08-23,中国科学院图书馆,22.45,40.14,6.86,150.59
2025-08-24,本馆,22.75,46.75,7.0,103.07
2025-08-24,国家图书馆,23.46,42.31,6.81,80.09
2025-08-24,上海图书馆,23.52,50.76,6.69,225.33
2025-08-24,南京图书馆,22.01,45.96,6.67,170.91
2025-08-24,浙江图书馆,24.88,48.74,6.34,205.97
2025-08-24,故宫博物院,22.02,41.21,7.12,67.87
2025-08-24,北京大学图书馆,23.41,47.58,6.62,149.59
2025-08-24,中国科学院图书馆,22.07,42.76,6.93,115.38
2025-08-25,本馆,22.16,45.1,6.69,117.43
2025-08-25,国家图书馆,22.74,38.55,6.97,133.88
2025-08-25,上海图书馆,22.32,45.97,6.82,150.57
2025-08-25,南京图书馆,22.83,47.39,6.88,152.45
2025-08-25,浙江图书馆,23.72,54.27,6.77,229.37
2025-08-25,故宫博物院,21.77,37.58,6.92,115.68
2025-08-25,北京大学图书馆,23.23,48.2,6.87,94.91
2025-08-25,中国科学院图书馆,23.34,40.01,6.86,137.51
2025-08-26,本馆,24.32,54.33,6.86,144.5
2025-08-26,国家图书馆,22.66,44.66,6.87,173.86
2025-08-26,上海图书馆,23.91,49.49,6.77,192.65
2025-08-26,南京图书馆,23.9,44.15,6.74,127.0
2025-08-26,浙江图书馆,24.58,52.34,6.65,250.23
2025-08-26,故宫博物院,21.72,42.01,6.89,88.39
2025-08-26,北京大学图书馆,23.48,46.55,6.77,137.85
2025-08-26,中国科学院图书馆,21.31,41.93,6.99,147.26
2025-08-27,本馆,23.16,45.15,6.8,130.19
2025-08-27,国家图书馆,22.81,43.26,6.95,104.22
2025-08-27,上海图书馆,22.03,51.29,6.65,154.12
2025-08-27,南京图书馆,23.81,44.82,6.91,178.51
2025-08-27,浙江图书馆,24.8,45.9,6.72,207.84
2025-08-27,故宫博物院,21.46,40.43,6.82,112.26
2025-08-27,北京大学图书馆,22.13,39.94,6.65,173.38
2025-08-27,中国科学院图书馆,22.05,47.6,6.85,78.78
2025-08-28,本馆,21.89,48.71,6.78,133.55
2025-08-28,国家图书馆,22.41,43.51,7.01,163.45
2025-08-28,上海图书馆,23.49,44.02,6.66,187.81
2025-08-28,南京图书馆,22.51,43.13,6.83,158.54
2025-08-28,浙江图书馆,24.31,47.72,6.58,172.27
2025-08-28,故宫博物院,22.49,43.11,6.82,72.11
2025-08-28,北京大学图书馆,21.78,42.05,6.79,96.51
2025-08-28,中国科学院图书馆,21.84,39.99,6.92,132.08
2025-08-29,本馆,22.23,45.53,6.75,141.85
2025-08-29,国家图书馆,23.64,46.02,6.77,144.89
2025-08-29,上海图书馆,24.45,44.56,6.78,226.14
2025-08-29,南京图书馆,22.41,43.25,6.9,168.14
2025-08-29,浙江图书馆,24.75,51.02,6.64,160.21
2025-08-29,故宫博物院,22.64,43.51,6.98,98.7
2025-08-29,北京大学图书馆,21.78,45.54,6.86,138.13
2025-08-29,中国科学院图书馆,23.51,42.0,6.96,99.41
2025-08-30,本馆,22.81,44.48,6.82,138.91
2025-08-30,国家图书馆,22.22,44.48,6.86,71.8
2025-08-30,上海图书馆,25.23,52.14,6.57,200.69
2025-08-30,南京图书馆,22.93,46.79,6.83,152.97
2025-08-30,浙江图书馆,23.7,47.93,6.51,175.05
2025-08-30,故宫博物院,21.77,37.85,7.07,144.62
2025-08-30,北京大学图书馆,22.56,44.72,6.85,154.16
2025-08-30,中国科学院图书馆,22.69,45.23,6.95,92.87
2025-08-31,本馆,23.55,47.66,6.72,151.14
2025-08-31,国家图书馆,22.9,41.37,7.01,190.92
2025-08-31,上海图书馆,23.22,43.86,6.73,201.65
2025-08-31,南京图书馆,23.17,50.36,6.67,180.79
2025-08-31,浙江图书馆,23.87,55.16,6.8,177.0
2025-08-31,故宫博物院,21.41,42.58,6.96,98.64
2025-08-31,北京大学图书馆,23.07,38.24,6.8,119.31
2025-08-31,中国科学院图书馆,22.26,47.33,6.77,154.4
2025-09-01,本馆,22.65,44.16,6.88,160.2
2025-09-01,国家图书馆,22.83,44.9,6.87,101.63
2025-09-01,上海图书馆,23.0,45.52,6.99,217.34
2025-09-01,南京图书馆,22.29,42.03,6.85,176.42
2025-09-01,浙江图书馆,24.81,49.24,6.59,209.84
2025-09-01,故宫博物院,21.94,33.34,6.98,74.46
2025-09-01,北京大学图书馆,23.21,52.96,6.84,130.59
2025-09-01,中国科学院图书馆,23.41,44.45,6.94,148.21
2025-09-02,本馆,24.53,41.61,6.85,122.21
2025-09-02,国家图书馆,22.83,39.24,6.86,111.15
2025-09-02,上海图书馆,24.67,50.76,6.58,181.65
2025-09-02,南京图书馆,22.82,42.22,6.78,150.75
2025-09-02,浙江图书馆,26.33,51.3,6.46,183.06
2025-09-02,故宫博物院,22.71,46.27,6.84,43.6
2025-09-02,北京大学图书馆,24.59,45.17,6.71,156.04
2025-09-02,中国科学院图书馆,20.58,43.01,6.93,157.73
2025-09-03,本馆,22.1,45.26,6.71,157.66
2025-09-03,国家图书馆,21.69,40.78,6.8,139.53
2025-09-03,上海图书馆,24.59,47.3,6.7,136.54
2025-09-03,南京图书馆,23.17,45.85,7.06,126.64
2025-09-03,浙江图书馆,25.58,52.99,6.63,252.76
2025-09-03,故宫博物院,22.2,41.17,6.99,136.71
2025-09-03,北京大学图书馆,23.98,42.12,6.67,133.91
2025-09-03,中国科学院图书馆,22.07,42.81,7.02,116.28
2025-09-04,本馆,22.89,45.17,6.88,82.59
2025-09-04,国家图书馆,21.94,42.63,7.02,105.24
2025-09-04,上海图书馆,22.42,49.86,6.64,144.31
2025-09-04,南京图书馆,22.92,45.45,6.74,93.83
2025-09-04,浙江图书馆,25.14,53.82,6.67,165.87
2025-09-04,故宫博物院,21.76,39.98,7.06,120.05
2025-09-04,北京大学图书馆,22.54,44.25,6.85,183.67
2025-09-04,中国科学院图书馆,23.29,45.37,6.91,172.31
2025-09-05,本馆,23.26,42.42,6.94,170.94
2025-09-05,国家图书馆,22.08,40.56,6.93,133.9
2025-09-05,上海图书馆,24.09,48.93,6.87,212.15
2025-09-05,南京图书馆,23.59,48.82,6.7,171.94
2025-09-05,浙江图书馆,25.88,49.35,6.52,180.44
2025-09-05,故宫博物院,21.07,37.65,6.96,57.83
2025-09-05,北京大学图书馆,23.15,46.71,6.71,185.58
2025-09-05,中国科学院图书馆,23.15,46.09,6.83,155.64
2025-09-06,本馆,22.08,47.67,6.82,166.6
2025-09-06,国家图书馆,21.51,39.31,6.96,91.55
2025-09-06,上海图书馆,24.32,43.9,6.78,143.02
2025-09-06,南京图书馆,23.89,47.88,6.73,177.46
2025-09-06,浙江图书馆,24.66,48.38,6.5,141.12
2025-09-06,故宫博物院,22.23,35.31,7.01,92.1
2025-09-06,北京大学图书馆,23.69,43.09,6.77,161.96
2025-09-06,中国科学院图书馆,23.02,43.95,6.95,83.93
2025-09-07,本馆,23.57,46.84,6.7,142.68
2025-09-07,国家图书馆,22.43,41.6,6.93,162.94
2025-09-07,上海图书馆,24.83,44.06,6.76,219.87
2025-09-07,南京图书馆,23.77,49.27,7.0,190.71
2025-09-07,浙江图书馆,24.66,53.14,6.61,200.72
2025-09-07,故宫博物院,21.68,44.69,6.92,145.97
2025-09-07,北京大学图书馆,23.56,39.8,6.84,77.0
2025-09-07,中国科学院图书馆,23.26,45.66,6.84,133.71
2025-09-08,本馆,24.53,43.48,6.69,194.45
2025-09-08,国家图书馆,24.04,42.01,7.0,160.24
2025-09-08,上海图书馆,23.38,46.54,6.82,230.55
2025-09-08,南京图书馆,23.92,43.36,7.0,144.07
2025-09-08,浙江图书馆,24.2,51.03,6.76,225.62
2025-09-08,故宫博物院,22.3,41.39,7.0,116.74
2025-09-08,北京大学图书馆,21.15,43.11,6.82,105.47
2025-09-08,中国科学院图书馆,23.08,42.39,7.08,177.19
2025-09-09,本馆,22.61,44.55,6.79,136.45
2025-09-09,国家图书馆,22.64,39.73,6.79,138.68
2025-09-09,上海图书馆,24.48,45.59,6.79,161.05
2025-09-09,南京图书馆,23.68,48.46,6.8,173.64
2025-09-09,浙江图书馆,24.07,49.41,6.58,177.6
2025-09-09,故宫博物院,21.84,35.35,6.95,91.45
2025-09-09,北京大学图书馆,22.97,43.28,6.79,154.38
2025-09-09,中国科学院图书馆,23.48,41.05,6.78,98.74
2025-09-10,本馆,22.6,43.94,6.72,111.12
2025-09-10,国家图书馆,22.12,42.54,6.96,103.28
2025-09-10,上海图书馆,23.66,45.22,6.7,154.55
2025-09-10,南京图书馆,23.95,40.64,6.76,169.03
2025-09-10,浙江图书馆,24.63,58.08,6.63,169.88
2025-09-10,故宫博物院,21.91,34.67,6.99,75.01
2025-09-10,北京大学图书馆,23.92,42.35,6.79,120.93
2025-09-10,中国科学院图书馆,24.18,42.04,7.08,154.42
2025-09-11,本馆,23.38,46.11,6.84,92.17
2025-09-11,国家图书馆,22.27,44.54,6.9,77.84
2025-09-11,上海图书馆,23.95,53.11,6.82,178.14
2025-09-11,南京图书馆,24.25,44.9,6.63,132.27
2025-09-11,浙江图书馆,25.74,49.18,6.58,191.0
2025-09-11,故宫博物院,23.52,44.88,7.22,95.23
2025-09-11,北京大学图书馆,23.43,39.45,6.95,104.97
2025-09-11,中国科学院图书馆,22.97,39.71,6.84,104.88
2025-09-12,本馆,22.51,43.38,6.75,175.0
2025-09-12,国家图书馆,21.61,42.66,7.02,104.6
2025-09-12,上海图书馆,23.42,47.31,6.82,185.82
2025-09-12,南京图书馆,23.07,47.45,6.69,180.44
2025-09-12,浙江图书馆,24.82,49.08,6.52,173.4
2025-09-12,故宫博物院,22.42,43.69,6.94,113.75
2025-09-12,北京大学图书馆,21.53,42.25,6.8,112.71
2025-09-12,中国科学院图书馆,22.05,41.0,6.93,124.38
2025-09-13,本馆,21.21,38.64,6.74,163.73
2025-09-13,国家图书馆,20.3,40.5,6.85,161.65
2025-09-13,上海图书馆,23.69,49.15,6.71,116.08
2025-09-13,南京图书馆,24.11,46.65,6.85,277.79
2025-09-13,浙江图书馆,22.83,55.17,6.57,208.62
2025-09-13,故宫博物院,21.96,38.73,6.94,109.89
2025-09-13,北京大学图书馆,21.99,46.25,6.76,106.1
2025-09-13,中国科学院图书馆,22.44,46.77,6.85,140.75
2025-09-14,本馆,22.42,47.27,6.87,205.46
2025-09-14,国家图书馆,22.36,44.01,6.91,158.88
2025-09-14,上海图书馆,23.42,50.24,6.68,178.07
2025-09-14,南京图书馆,23.57,46.76,6.79,166.44
2025-09-14,浙江图书馆,25.76,52.96,6.69,186.33
2025-09-14,故宫博物院,21.29,42.87,7.09,144.18
2025-09-14,北京大学图书馆,22.72,43.31,6.64,128.23
2025-09-14,中国科学院图书馆,23.6,41.6,6.96,124.28
2025-09-15,本馆,23.26,41.56,6.81,60.27
2025-09-15,国家图书馆,22.35,37.11,7.02,143.32
2025-09-15,上海图书馆,24.37,52.56,6.61,232.42
2025-09-15,南京图书馆,24.25,45.29,6.91,126.81
2025-09-15,浙江图书馆,23.84,48.17,6.55,168.3
2025-09-15,故宫博物院,22.98,39.22,7.04,82.89
2025-09-15,北京大学图书馆,21.74,44.81,6.61,137.94
2025-09-15,中国科学院图书馆,21.7,48.96,6.99,133.17
2025-09-16,本馆,24.01,42.46,6.85,155.99
2025-09-16,国家图书馆,22.71,45.82,6.97,128.66
2025-09-16,上海图书馆,22.67,45.12,6.69,182.8
2025-09-16,南京图书馆,22.59,53.24,6.95,178.06
2025-09-16,浙江图书馆,24.56,49.36,6.5,202.32
2025-09-16,故宫博物院,22.2,36.27,7.03,95.34
2025-09-16,北京大学图书馆,21.67,41.42,6.76,196.63
2025-09-16,中国科学院图书馆,23.24,38.99,6.95,83.58
2025-09-17,本馆,23.86,43.59,6.79,189.77
2025-09-17,国家图书馆,21.46,37.81,6.84,151.15
2025-09-17,上海图书馆,22.78,39.5,6.65,196.55
2025-09-17,南京图书馆,24.45,44.61,6.76,194.62
2025-09-17,浙江图书馆,23.0,48.83,6.62,213.48
2025-09-17,故宫博物院,21.59,40.1,6.75,80.25
2025-09-17,北京大学图书馆,23.56,41.05,6.81,153.41
2025-09-17,中国科学院图书馆,22.52,43.51,6.8,123.8
2025-09-18,本馆,23.48,45.47,6.74,156.73
2025-09-18,国家图书馆,23.06,35.85,7.02,109.91
2025-09-18,上海图书馆,24.33,51.59,6.56,158.72
2025-09-18,南京图书馆,23.26,43.65,6.97,134.3
2025-09-18,浙江图书馆,24.05,50.61,6.48,188.13
2025-09-18,故宫博物院,22.24,39.0,6.99,84.12
2025-09-18,北京大学图书馆,21.98,44.96,6.98,140.55
2025-09-18,中国科学院图书馆,22.97,45.08,6.77,181.08
2025-09-19,本馆,23.15,49.9,6.73,204.54
2025-09-19,国家图书馆,23.1,43.66,6.92,112.54
2025-09-19,上海图书馆,24.94,48.42,6.5,146.48
2025-09-19,南京图书馆,23.33,46.93,6.79,196.57
2025-09-19,浙江图书馆,22.92,50.43,6.42,222.79
2025-09-19,故宫博物院,21.91,41.26,6.91,138.38
2025-09-19,北京大学图书馆,24.02,45.75,6.79,157.4
2025-09-19,中国科学院图书馆,22.22,45.57,7.06,162.12
2025-09-20,本馆,22.39,46.08,6.67,167.17
2025-09-20,国家图书馆,22.84,36.39,6.78,111.51
2025-09-20,上海图书馆,23.73,44.37,6.74,187.54
2025-09-20,南京图书馆,23.32,43.73,6.9,209.66
2025-09-20,浙江图书馆,24.09,48.16,6.65,189.26
2025-09-20,故宫博物院,21.86,42.22,6.81,139.55
2025-09-20,北京大学图书馆,23.23,42.77,6.79,138.87
2025-09-20,中国科学院图书馆,21.39,47.48,6.9,143.29
2025-09-21,本馆,23.73,41.94,6.85,141.97
2025-09-21,国家图书馆,23.14,35.62,6.89,101.92
2025-09-21,上海图书馆,24.31,49.41,6.63,158.63
2025-09-21,南京图书馆,23.38,43.31,6.88,148.92
2025-09-21,浙江图书馆,22.14,48.88,6.5,151.06
2025-09-21,故宫博物院,20.98,40.33,7.13,109.4
2025-09-21,北京大学图书馆,22.68,45.37,6.75,119.16
2025-09-21,中国科学院图书馆,21.84,37.74,6.86,134.74
2025-09-22,本馆,22.88,43.75,6.71,168.25
2025-09-22,国家图书馆,21.4,44.33,6.8,97.43
2025-09-22,上海图书馆,22.78,46.5,6.8,195.47
2025-09-22,南京图书馆,24.24,47.57,6.69,150.08
2025-09-22,浙江图书馆,23.83,53.99,6.48,226.81
2025-09-22,故宫博物院,22.67,45.49,6.96,121.37
2025-09-22,北京大学图书馆,24.98,42.15,6.65,83.6
2025-09-22,中国科学院图书馆,23.33,37.35,6.86,143.12
2025-09-23,本馆,23.09,46.28,6.82,188.37
2025-09-23,国家图书馆,21.68,39.97,6.82,144.91
2025-09-23,上海图书馆,24.66,49.35,6.82,144.66
2025-09-23,南京图书馆,24.78,50.57,6.87,213.45
2025-09-23,浙江图书馆,23.12,48.43,6.53,221.64
2025-09-23,故宫博物院,21.1,42.27,7.14,120.86
2025-09-23,北京大学图书馆,23.37,41.04,6.72,177.49
2025-09-23,中国科学院图书馆,23.37,42.88,6.86,69.23
2025-09-24,本馆,22.07,50.73,6.67,155.68
2025-09-24,国家图书馆,23.24,38.24,6.92,148.14
2025-09-24,上海图书馆,23.94,56.61,6.53,211.76
2025-09-24,南京图书馆,23.29,48.32,6.84,138.01
2025-09-24,浙江图书馆,24.61,44.43,6.66,208.94
2025-09-24,故宫博物院,22.44,43.17,7.04,104.44
2025-09-24,北京大学图书馆,22.42,41.86,6.92,183.09
2025-09-24,中国科学院图书馆,22.54,43.14,6.81,165.18
2025-09-25,本馆,23.45,50.82,6.71,138.66
2025-09-25,国家图书馆,22.6,43.94,6.88,93.81
2025-09-25,上海图书馆,24.62,50.16,6.61,220.66
2025-09-25,南京图书馆,24.35,46.4,6.81,176.62
2025-09-25,浙江图书馆,23.73,50.09,6.38,226.29
2025-09-25,故宫博物院,20.67,44.51,6.97,93.65
2025-09-25,北京大学图书馆,22.61,43.14,6.94,65.37
2025-09-25,中国科学院图书馆,23.74,44.01,6.78,97.74
2025-09-26,本馆,24.24,42.16,6.68,184.12
2025-09-26,国家图书馆,22.67,39.19,6.92,89.23
2025-09-26,上海图书馆,24.78,51.18,6.75,190.85
2025-09-26,南京图书馆,24.81,46.0,6.68,173.48
2025-09-26,浙江图书馆,26.07,46.96,6.56,212.49
2025-09-26,故宫博物院,21.85,37.05,7.11,169.6
2025-09-26,北京大学图书馆,23.25,41.29,6.65,147.74
2025-09-26,中国科学院图书馆,23.58,44.43,6.9,112.32
2025-09-27,本馆,22.01,47.5,6.89,103.63
2025-09-27,国家图书馆,23.65,43.72,7.04,79.74
2025-09-27,上海图书馆,22.79,47.55,6.75,233.89
2025-09-27,南京图书馆,23.94,45.27,6.7,196.9
2025-09-27,浙江图书馆,23.61,54.89,6.57,247.72
2025-09-27,故宫博物院,22.42,39.59,6.95,89.77
2025-09-27,北京大学图书馆,23.42,44.23,6.74,135.03
2025-09-27,中国科学院图书馆,22.74,36.61,6.95,100.61
2025-09-28,本馆,21.94,39.94,6.62,109.34
2025-09-28,国家图书馆,21.79,47.86,6.85,125.33
2025-09-28,上海图书馆,24.18,48.39,6.69,144.14
2025-09-28,南京图书馆,24.52,51.42,6.63,129.28
2025-09-28,浙江图书馆,24.14,47.11,6.65,178.15
2025-09-28,故宫博物院,23.59,43.57,7.02,130.81
2025-09-28,北京大学图书馆,23.95,42.31,6.72,142.34
2025-09-28,中国科学院图书馆,23.35,43.42,6.74,105.92
2025-09-29,本馆,22.78,44.77,7.0,108.42
2025-09-29,国家图书馆,22.74,46.47,7.13,107.87
2025-09-29,上海图书馆,24.23,49.71,6.72,177.03
2025-09-29,南京图书馆,23.69,38.4,6.87,163.79
2025-09-29,浙江图书馆,24.16,56.14,6.53,187.91
2025-09-29,故宫博物院,23.43,37.5,6.94,95.59
2025-09-29,北京大学图书馆,23.71,44.62,6.67,124.03
2025-09-29,中国科学院图书馆,22.15,42.77,6.94,142.55
2025-09-30,本馆,21.4,48.19,6.83,191.54
2025-09-30,国家图书馆,22.67,45.3,6.95,160.39
2025-09-30,上海图书馆,24.24,47.71,6.93,206.67
2025-09-30,南京图书馆,23.78,42.17,6.67,168.78
2025-09-30,浙江图书馆,24.43,48.16,6.61,247.66
2025-09-30,故宫博物院,22.37,36.58,6.99,75.85
2025-09-30,北京大学图书馆,22.71,42.76,6.75,102.35
2025-09-30,中国科学院图书馆,22.52,41.32,6.61,191.59
2025-10-01,本馆,23.66,43.87,6.8,114.85
2025-10-01,国家图书馆,23.65,47.69,6.92,150.71
2025-10-01,上海图书馆,23.93,43.99,6.66,183.96
2025-10-01,南京图书馆,22.93,45.34,6.79,157.57
2025-10-01,浙江图书馆,24.34,46.82,6.53,161.46
2025-10-01,故宫博物院,22.58,33.68,7.12,141.59
2025-10-01,北京大学图书馆,22.75,36.19,6.76,138.07
2025-10-01,中国科学院图书馆,21.79,41.45,7.05,149.95
2025-10-02,本馆,22.03,40.21,6.77,143.6
2025-10-02,国家图书馆,22.67,40.39,6.95,178.05
2025-10-02,上海图书馆,24.42,47.86,6.68,169.3
2025-10-02,南京图书馆,24.21,44.12,6.8,161.54
2025-10-02,浙江图书馆,23.87,45.88,6.63,198.17
2025-10-02,故宫博物院,22.17,38.4,7.12,73.7
2025-10-02,北京大学图书馆,24.34,38.76,6.84,154.26
2025-10-02,中国科学院图书馆,21.93,44.27,7.03,63.5
2025-10-03,本馆,23.14,37.52,6.7,198.87
2025-10-03,国家图书馆,21.78,38.48,6.88,182.04
2025-10-03,上海图书馆,22.28,44.85,6.85,235.73
2025-10-03,南京图书馆,23.16,42.28,7.01,207.83
2025-10-03,浙江图书馆,24.78,47.56,6.6,195.19
2025-10-03,故宫博物院,22.01,44.35,7.09,67.68
2025-10-03,北京大学图书馆,24.04,44.94,6.87,184.0
2025-10-03,中国科学院图书馆,21.65,42.89,6.85,82.96
2025-10-04,本馆,22.99,52.53,6.62,149.03
2025-10-04,国家图书馆,22.73,42.37,6.89,81.02
2025-10-04,上海图书馆,23.9,45.73,6.48,215.84
2025-10-04,南京图书馆,23.98,46.15,6.82,192.23
2025-10-04,浙江图书馆,24.39,52.71,6.57,239.36
2025-10-04,故宫博物院,21.97,40.58,6.87,108.61
2025-10-04,北京大学图书馆,22.25,42.09,6.72,108.01
2025-10-04,中国科学院图书馆,24.21,46.99,7.09,93.31
2025-10-05,本馆,22.74,41.12,6.73,122.46
2025-10-05,国家图书馆,23.18,40.81,7.01,138.12
2025-10-05,上海图书馆,25.53,43.56,6.83,214.39
2025-10-05,南京图书馆,22.41,49.02,6.83,153.18
2025-10-05,浙江图书馆,23.53,47.84,6.8,200.02
2025-10-05,故宫博物院,22.31,37.63,6.92,132.46
2025-10-05,北京大学图书馆,21.8,42.75,6.8,143.34
2025-10-05,中国科学院图书馆,22.34,44.19,6.97,152.04
2025-10-06,本馆,21.86,44.15,6.92,176.84
2025-10-06,国家图书馆,21.06,43.05,6.7,121.41
2025-10-06,上海图书馆,25.17,45.16,6.62,202.92
2025-10-06,南京图书馆,21.92,44.1,6.86,140.97
2025-10-06,浙江图书馆,23.96,52.23,6.64,208.0
2025-10-06,故宫博物院,21.38,41.11,6.99,113.73
2025-10-06,北京大学图书馆,22.46,43.45,6.7,138.95
2025-10-06,中国科学院图书馆,21.8,39.66,6.93,136.38
2025-10-07,本馆,23.25,43.71,6.84,166.52
2025-10-07,国家图书馆,22.48,39.52,6.91,130.92
2025-10-07,上海图书馆,23.63,41.74,6.72,246.38
2025-10-07,南京图书馆,22.83,43.82,6.84,169.37
2025-10-07,浙江图书馆,25.08,46.23,6.67,217.71
